,Unnamed: 0,EPIC,angDist,col1,Name,RAJ2000,DEJ2000,OName,Vmag,Ksmag,(V-K)0,Prot,Per2,Per3,Per4,Amp,LC,Mm,LPer,H10,vsini,PapIII,PapII,f_EPIC,t,objID,RAJ2000.1,DEJ2000.1,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag,eSDSS_g,gKmag,e_gKmag,gFlags,rmag,eSDSS_r,rKmag,e_rKmag,rFlags,imag,eSDSS_i,iKmag,e_iKmag,iFlags,zmag,eSDSS_z,zKmag,e_zKmag,zFlags,ymag,eSDSS_y,yKmag,e_yKmag,yFlags,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J,eJ,H,eH,K,eK,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products,SDSS_g,PS1_g,SDSS_r,PS1_r,SDSS_i,PS1_i,SDSS_z,PS1_z,SDSS_y,PS1_y,DM,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_Jackson,R_Rsun_err,Mbol_err,spectype_std,L_quiet_logL,L_quiet,L_planck,L_quiet_bol,L_quiet_err,L_quiet_bol_err,todrop,whydrop, Date of Run ,n_appa_flares, Filename , Total Exposure Time of LC in Days , BJD-2454833 days ,Ethresh,thresh20p
561,561,211080124.0,0.737213,341.0,034652.96+241507.9,56.72068,24.25222,BPL112,,14.12,6.75,0.2261,,,,0.038,1.0,best,,0.0,,1.0,1.0,,,1.3710056720750302e+17,56.72076998,24.25203237,0.003,0.001,90.0,503635968.0,60.0,56092.15655093,5.0,73.0,21.545,0.0784,21.8281,0.0629,115000.0,20.1567,0.0208,20.3384,0.0609,115000.0,18.0013,0.0054,18.1388,0.0039,115000.0,17.0117,0.0051,17.0851,0.0059,115000.0,16.5098,0.0057,16.6078,0.0072,115000.0,KTWO211080124-C04,4,STAR,6,03 46 52.964,+24 15 08.01,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4048,,,,,,,,,,,,,,,,,,,,,15.155,0.043,14.48,0.051,14.132,0.053,16.588,J,,,,,03465296+2415080,,2015-09-03 18:22:11,1.0,0.0,0.815,5164.044,4248.777,3669.427,15,4,52,,,19,21.882535960580267,21.545,20.22212435480457,20.1567,18.021297289519698,18.0013,16.81053147029857,17.0117,16.945696702060236,16.5098,5.651668842475033,M6,2850,3.455,-4.36,16.62,-3.02,2.0,,,1.3,1.95,4.13,7.3,0.605,0.35200000000000004,,0.21,,,0.11,,,10.28,9.32,12.26,1.45,0.6,0.127,M6V,V  ,2.99,1.72,2.12,1.24,2.31,0.66,0.32,7.72,145.02873278406304,0.127,0.0254,0.34500000000000064,3.73329613076702,3.8199703440857426e+30,,,3.926991772079937e+30,,3.119570286572037e+30,True,T < 3000 K,,,,,,,5542.628395189187
562,562,211080177.0,0.650292,176.0,034420.64+241510.9,56.086040000000004,24.25303,HHJ57,,13.1,6.47,0.3489,0.4073,,,0.013999999999999999,1.0,best,,0.0,,1.0,1.0,,,1.37100560861184e+17,56.08612657,24.25286752,0.002,0.001,90.0,503635968.0,60.0,56032.40518519,5.0,70.0,20.3809,0.0272,20.493000000000002,0.078,115000.0,18.9525,0.0082,19.0327,0.0139,115000.0,16.9266,0.0028,16.9878,0.0035,115000.0,15.9848,0.0045,16.0246,0.0042,115000.0,15.5055,0.0031,15.5407,0.0054,115000.0,KTWO211080177-C04,4,STAR,6,03 44 20.652,+24 15 10.97,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4048,,,,,,,,,,,,,,,,,,,,,14.085,0.031,13.390999999999998,0.035,13.136,0.032,16.579,JHK,,,,,03442065+2415109,,2015-09-03 19:25:14,1.0,0.0,0.825,1564.3629999999994,1285.326,1014.209,15,3,51,,,19,20.712416072831946,20.3809,19.01274440919282,18.9525,16.944748023643182,16.9266,15.797115471121838,15.9848,15.907389752327585,15.5055,5.651668842475033,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,4.553501400021746,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-08-20 13:14:27.566469,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211080177-c04_kepler_v2_lc.fits,61.934791666666676,2228.80016499263,2.797136012200431e+32,405.4888380658389
563,563,211080295.0,0.66385,392.0,034725.10+241517.3,56.85461,24.25481,HHJ198,,13.06,5.48,1.1885,,,,0.02,1.0,best,,0.0,,1.0,1.0,,,1.3710056854684616e+17,56.85468896,24.25464023,0.005,0.002,90.0,503635968.0,60.0,55961.93280093,5.0,74.0,19.3299,0.012,19.5305,0.0139,115000.0,17.9998,0.0089,18.1342,0.0103,115000.0,16.3568,0.0024,16.4345,0.0032,115000.0,15.5956,0.0048,15.6454,0.004,115000.0,15.2234,0.0041,15.2772,0.0063,115000.0,KTWO211080295-C04,4,STAR,6,03 47 25.116,+24 15 17.37,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4032_GO4048,,,,,,,,,,,,,,,,,,,,,13.927,0.028,13.284,0.028,13.018,0.033,16.33,JHK,,,,,03472511+2415173,,2015-09-03 19:22:42,0.99,0.011,0.6559999999999999,1667.703,1440.4679999999994,1234.868,15,4,52,,,19,19.62869442696545,19.3299,18.04026813138569,17.9998,16.366400958371838,16.3568,15.465990087149668,15.5956,15.480629403741592,15.2234,5.651668842475033,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5.0,0.5579999999999999,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.29100000000000004,M3.5V,,,,,,,,,,109.69655114431325,0.29100000000000004,0.058200000000000016,0.375,3.5155902776063077,3.404552152809507e+31,9.817374889102762e+29,3.2642387909432743e+31,3.388909656562385e+31,4.1490775073572245e+29,2.926219821264045e+31,False,    ,2018-08-20 13:14:27.707206,2.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211080295-c04_kepler_v2_lc.fits,61.934791666666676,2228.8002079876023,3.269556670871224e+32,333.03777311187497
564,564,211080301.0,0.829124,784.0,034627.28+241518.1,56.61366999999999,24.255029999999998,HD23489=HII1028,7.35,7.08,0.16,,,,,,,best,,,,1.0,,,,1.3710056613638616e+17,56.61375405,24.25481281,0.001,0.001,90.0,1343750144.0,160.0,56036.79353009,5.0,12.0,7.52,0.001,10.8045,0.001,114800.0,7.5453,0.0446,12.3769,0.0589,114808.0,7.9279,0.001,11.2377,0.001,114808.0,8.0245,0.0,11.0041,0.0,114808.0,6.8997,0.0558,9.9659,0.013000000000000001,114808.0,KTWO211080301-C04,4,STAR,6,03 46 27.278,+24 15 17.99,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4033_GO4035_GO4048_GO4064_GO4086,22.0,0.9,-45.0,0.9,,,,,7.435,0.016,7.322,0.012,9.619,0.03,8.932,0.04,8.177999999999999,0.06,,,7.119,0.018000000000000002,7.1110000000000015,0.017,7.125,0.024,8.611,gri,,1800-1908-1,,572-008666,03462728+2415181,,2015-09-03 19:49:44,0.998,0.002,1.0,3873.689,3444.243,2894.5240000000013,15,4,52,,,19,7.479272315107279,7.52,7.544344808442283,7.5453,7.914419224526077,7.9279,8.072411266894047,8.0245,6.706404777455197,6.8997,5.651668842475033,A1,9200,3.965,-0.15,1.34,1.41,0.043,0.056,-0.055,0.033,0.019,0.044,0.101,-0.024,0.031,0.03,-0.036000000000000004,-0.068,-0.023,2.15,8.6,0.017,1.25,1.24,1.19,,,2.0,A1V,,,,,,,,,,431.8950489795265,2.0,0.4,0.215,27.526975405954065,1.0281583131075452e+35,,,1.052107196758153e+35,,5.208517647097215e+34,True,earlier than F4,,,,,,,554.0934968305428
565,565,211080412.0,0.721897,231.0,034513.13+241523.7,56.304730000000006,24.2566,NZTau=HCG180,,13.17,5.51,2.0103,,,,0.017,1.0,best,,0.0,,1.0,1.0,,,1.3710056304815827e+17,56.30484043,24.25642658,0.008,0.006,90.0,436527104.0,52.0,56128.99472222,5.0,58.0,19.3752,0.0287,19.5336,0.0203,115000.0,18.1483,0.006,18.2566,0.0114,115000.0,16.477999999999998,0.0033,16.5465,0.0034,115000.0,15.7097,0.0023,15.7695,0.0029,115000.0,15.3271,0.0058,15.3736,0.0046,115000.0,KTWO211080412-C04,4,STAR,6,03 45 13.136,+24 15 23.84,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026_GO4048_GO4057,,,,,,,,,,,,,,,,,,,,,14.032,0.029,13.405,0.035,13.195,0.034,16.214000000000002,JHK,,,,,03451313+2415238,,2015-09-03 18:08:16,1.0,0.0,0.81,1615.131,1382.771,1180.773,15,4,52,,,19,19.668734022486067,19.3752,18.18674443497736,18.1483,16.4864535992535,16.477999999999998,15.587259977556972,15.7097,15.56675580215743,15.3271,5.651668842475033,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,3.4072532926097527,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-08-20 13:14:27.836658,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211080412-c04_kepler_v2_lc.fits,61.859513888888905,2228.800177312165,1.8355554171914838e+33,2660.9261404378844
566,566,211080546.0,0.706086,433.0,034756.63+241531.9,56.98596,24.25887,BPL162,,13.31,5.82,0.7302,,,,0.019,1.0,best,,0.0,,1.0,1.0,,,1.37110569860381e+17,56.98604271,24.25868894,0.005,0.003,90.0,503635968.0,60.0,55981.62785880001,5.0,57.0,19.8592,0.0191,20.0542,0.0323,115000.0,18.5493,0.0096,18.6741,0.0126,115000.0,16.7713,0.0042,16.8489,0.0103,115000.0,15.9336,0.0022,15.9943,0.0038,115000.0,15.5206,0.0031,15.5871,0.0055,115000.0,KTWO211080546-C04,4,STAR,6,03 47 56.627,+24 15 32.05,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4026_GO4048,,,,,,,,,,,,,,,,,,,,,14.231,0.029,13.628,0.035,13.343,0.038,16.575,JHK,,,,,03475662+2415320,,2015-09-03 18:58:07,1.0,0.0,0.8,2056.601,1577.942,1219.534,15,4,52,,,19,20.165884837201734,19.8592,18.593351505146032,18.5493,16.78273565633743,16.7713,15.792186449758393,15.9336,15.806928912023526,15.5206,5.651668842475033,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.8310000000000004,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.37626158012442,0.258,0.05160000000000002,0.375,5.71046189025021,2.5238293779207718e+31,6.898182513586878e+29,2.411579869115559e+31,2.5945377341929524e+31,2.4771662549990842e+29,2.240303966236216e+31,False,    ,2018-08-20 13:14:27.990504,2.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211080546-c04_kepler_v2_lc.fits,61.784236111111106,2228.8002152956906,6.282498842180133e+32,910.7469728157996
567,567,211080604.0,0.7603409999999999,790.0,034709.41+241534.9,56.78921,24.2597,HHJ37,19.71,13.56,6.04,,,,,,,best,,,,1.0,,,,1.37110567892852e+17,56.78930305,24.25950658,0.004,0.003,0.0,503635968.0,60.0,55951.50228009,5.0,53.0,20.4804,0.0418,20.6509,0.0447,115000.0,19.0516,0.0112,19.2167,0.0174,115000.0,17.1645,0.0043,17.2303,0.0067,115000.0,16.2728,0.003,16.3374,0.0073,115000.0,15.8392,0.0065,15.8889,0.0092,115000.0,KTWO211080604-C04,4,STAR,6,03 47 09.409,+24 15 34.94,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026,,,,,,,,,,,,,,,,,,,,,14.485,0.027000000000000003,13.83,0.045,13.616,0.034,16.771,JHK,,,,,03470941+2415349,,2015-09-03 17:26:52,1.0,0.0003,0.529,18176.375,15480.642,14055.723999999998,15,4,52,,,14,20.802579809062685,20.4804,19.10481630270263,19.0516,17.17995296945183,17.1645,16.104228472170956,16.2728,16.193114836546155,15.8392,5.651668842475033,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.44003745095898,0.243,0.0486,0.15499999999999936,3.968626966596888,1.9591152774737837e+31,4.9580014504180325e+29,1.8841751121027363e+31,1.950113960413546e+31,1.925937180673538e+29,6.95997016907608e+30,False,    ,2018-08-20 13:14:28.192115,6.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211080604-c04_kepler_v2_lc.fits,59.54472222222223,2228.8002043871093,4.0951635641586484e+35,825970.6264937388
568,568,211080847.0,0.802175,221.0,034506.53+241548.6,56.27721999999999,24.26352,HII531,8.58,7.72,0.75,0.0431,0.0389,0.0365,0.0464,0.002,1.0,best,,0.0,,1.0,1.0,,,1.3711056277340669e+17,56.27733216,24.26332202,0.001,0.001,90.0,1409359872.0,168.0,51530.20539352,5.0,33.0,8.604,,,,114788.0,8.529,,,,114788.0,8.564,,,,114788.0,8.621,,,,114788.0,8.644,,,,114788.0,KTWO211080847-C04,4,STAR,6,03 45 06.538,+24 15 48.65,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4012_GO4018_GO4024_GO4033_GO4035_GO4045_GO4048_GO4086,20.0,1.1,-45.0,1.0,,,,,8.883,0.021,8.507,0.017,9.808,0.17,9.2,0.15,8.687999999999999,0.08,,,7.892,0.023,7.767,0.033,7.737999999999999,0.024,9.024,gri,,1799-306-1,,572-008592,03450653+2415486,,2015-09-03 20:09:45,1.0,0.0,1.0,157.77700000000004,120.989,96.863,15,4,52,,,19,8.62748706112,8.604,8.548749365119999,8.529,8.55245898112,8.564,8.6286653024,8.621,8.56294700224,8.644,5.651668842475033,F0,7220,3.857,-0.01,2.51,0.89,0.294,0.317,0.075,0.053,0.166,0.339,0.732,0.098,0.045,0.028,-0.026,-0.05,0.003,1.59,9.1,0.158,1.9,1.76,2.5,,,1.79,F0V,V  ,1.16,0.1,-0.01,-0.09,0.59,0.16,0.02,2.43,205.18284528603886,1.79,0.35800000000000004,0.10000000000000007,6.489173676208705,3.1049884665147667e+34,,,3.1481831587803954e+34,,7.248959611422652e+33,True,earlier than F4,,,,,,,80.25722574005918
569,569,211080885.0,0.8132550000000001,799.0,034814.29+241550.8,57.059569999999994,24.264120000000002,BPL169,,14.24,6.56,,,,,,,best,,,,1.0,,,,1.3711057059422733e+17,57.05964626,24.26390506,0.009000000000000001,0.005,0.0,235200512.0,28.0,56077.67511574,10.0,35.0,19.687,,,,98340.0,20.7034,0.0192,21.011,0.0239,115000.0,18.3885,0.0091,18.5076,0.0089,115256.0,17.2774,0.0082,17.3692,0.0082,115000.0,16.6991,0.0112,16.7865,0.0225,115000.0,KTWO211080885-C04,4,STAR,6,03 48 14.296,+24 15 50.98,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4026,20.0,4.0,278.0,37.0,,,,,,,,,,,,,,,,,15.38,0.054000000000000006,14.675999999999998,0.067,14.439,0.08199999999999999,17.858,JHK,,,,,03481429+2415509,,2015-09-03 18:53:14,0.907,0.093,0.638,6934.736,5689.083000000001,4661.486,15,4,52,,,19,19.852890439229576,19.687,20.736383227275667,20.7034,18.38215102670254,18.3885,17.231335034252535,17.2774,16.759723982965372,16.6991,5.651668842475033,M5,3030,3.4810000000000003,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439076998,0.199,0.0398,0.25,22.141236979897947,1.2079806881608066e+31,2.8402994452886203e+29,1.1532894188270483e+31,1.2304387258962846e+31,9.029449160020178e+28,7.082974670228428e+30,False,    ,,,,,,2.598881295644146e+33,9150.02571279965
570,570,211081065.0,0.656972,27.0,033932.31+241601.3,54.88464000000001,24.26705,BPL2,,12.2,5.24,0.72,,,,0.034,1.0,best,0.72,0.0,,1.0,1.0,,,1.371205488469208e+17,54.88472126,24.26688322,0.002,0.002,90.0,503636096.0,60.0,56222.17361111,10.0,80.0,18.1598,0.01,18.249000000000002,0.0148,115000.0,16.8875,0.0048,16.9472,0.0053,115000.0,15.4156,0.0022,15.4653,0.0048,115000.0,14.7091,0.0023,14.7627,0.0041,115000.0,14.4006,0.004,14.4037,0.0095,115000.0,KTWO211081065-C04,4,STAR,6,03 39 32.314,+24 16 01.41,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4024_GO4032_GO4048_GO4097,,,,,,,,,,,,,,,,,,,,,13.072,0.023,12.470999999999998,0.034,12.201,0.025,15.365,JHK,,,,,03393231+2416014,,2015-09-03 19:43:52,1.0,0.0,0.8220000000000001,1646.396,1543.0379999999998,1362.919,15,3,51,,,19,18.44260237469545,18.1598,16.922633735101876,16.8875,15.421892609401837,15.4156,14.599686015318296,14.7091,14.608566868515618,14.4006,5.651668842475033,M3,3410,3.533,-1.97,11.14,-1.78,1.544,,1.263,1.181,1.079,2.42,4.6,0.579,0.252,0.122,,,,0.39,,,7.4,6.54,9.17,0.61,,0.369,M3V,V  ,2.67,1.46,1.2,0.67,1.37,0.65,0.2,6.77,126.62279942000255,0.369,0.0738,0.14499999999999955,10.457503287113994,6.638347629750242e+31,2.1477220591322635e+30,6.361114917807284e+31,6.761763726573059e+31,9.358164220681466e+29,2.257582772077468e+31,False,    ,2018-08-20 13:14:28.425113,10.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211081065-c04_kepler_v2_lc.fits,61.74659722222224,2228.800096671272,5.540851406958611e+33,2579.8735843860827
571,571,211081096.0,0.622562,501.0,034848.94+241602.7,57.20394,24.267429999999997,HII2027,10.93,8.82,2.0,5.0921,,,,0.045,3.0,best,5.07,1.0,5.6,1.0,1.0,,,1.371205720408414e+17,57.204124,24.26738794,0.277,0.198,90.0,369418240.0,44.0,55320.86734954,0.0,44.0,12.347999999999999,0.001,12.0402,0.001,16778264.0,10.6498,0.0476,13.9003,0.0954,24.0,10.7294,0.261,12.3788,0.0273,24.0,10.5558,0.0398,12.6015,0.0947,24.0,12.0811,0.4677,,,16778264.0,KTWO211081096-C04,4,STAR,6,03 48 48.956,+24 16 02.60,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4037_GO4048_GO4060_GO4091_GO4104,21.9,1.2,-47.3,1.2,,,,,11.852,0.1,11.049,0.09,11.371,0.09,10.73,0.04,10.456,0.06,,,9.33,0.021,8.908,0.016,8.81,0.017,10.73,gri,,,,572-008831,03484894+2416027,,2015-09-03 18:15:17,1.0,0.0005,1.0,271.036,259.508,254.134,15,4,52,,,19,12.543037214244823,12.347999999999999,10.681288497063935,10.6498,10.724904787191257,10.7294,10.50092060740178,10.5558,12.161884166740114,12.0811,5.651668842475033,K1,5170,3.713,-0.26,5.89,-0.36,0.847,0.976,0.301,0.491,0.457,0.879,2.021,0.402,0.094,0.03,-0.064,-0.038,-0.013,0.85,,,4.47,3.97,5.65,,,0.8140000000000001,K1V,,,,,,,,,,120.13880860480478,0.8140000000000001,0.16280000000000006,0.10000000000000007,11.268734400987539,1.746063328960664e+33,1.0561025726901282e+32,1.6355968116917426e+33,1.7300553241400346e+33,3.237736547494465e+31,3.9835995994198285e+32,False,    ,,,,,,1.3600488056007296e+33,12.877999171390925
572,572,211081122.0,0.642701,163.0,034409.90+241604.0,56.041290000000004,24.2678,HCG140,16.36,11.53,4.72,1.2348,,,,0.019,1.0,best,1.24,1.0,,1.0,1.0,,,1.3712056041371171e+17,56.04138046,24.26764166,0.004,0.002,90.0,503636096.0,60.0,56148.01774306,5.0,62.0,17.0013,0.0107,17.0585,0.0183,115000.0,15.693,0.0021,15.7535,0.0031,115000.0,14.4967,0.002,14.5572,0.0011,115000.0,13.9582,0.0017,14.0017,0.0028,115000.0,13.6766,0.0017,13.7022,0.0029,115000.0,KTWO211081122-C04,4,STAR,6,03 44 09.913,+24 16 04.05,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4011_GO4024_GO4032_GO4048_GO4054_GO4091_GO4097,-4.4,4.7,-22.3,4.6,,,,,17.817999999999994,0.22,16.628,0.085,17.156,0.07400000000000001,15.782,0.069,14.524,0.08,,,12.414,0.026,11.787,0.034,11.515999999999998,0.018000000000000002,15.314,gri,,,,572-008531,03440990+2416040,,2015-09-03 18:05:17,1.0,0.0,0.878,962.862,926.929,881.6139999999997,15,3,51,,,19,17.26687290738353,17.0013,15.724767890389936,15.693,14.499990823136857,14.4967,13.865744047770908,13.9582,13.843900884566972,13.6766,5.651668842475033,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.37626158015652,0.434,0.0868,0.125,9.578622030334008,1.076613921570766e+32,3.8795023438230996e+30,1.0336088679970168e+32,1.091591113123216e+32,1.290364780230696e+30,3.141851780902868e+31,False,    ,2018-08-20 13:14:28.675521,7.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211081122-c04_kepler_v2_lc.fits,61.934791666666676,2228.800162581436,4.988785134461998e+32,128.59343009303979
573,573,211081593.0,0.687022,159.0,034404.83+241631.8,56.02016,24.2755,HII263,11.63,9.44,2.08,4.6762,5.1133,,,0.046,3.0,best,4.76,1.0,7.8,1.0,1.0,,,1.371305602023709e+17,56.02025996,24.27533232,0.063,0.038,90.0,1141170176.0,136.0,53199.24743056,4.0,70.0,12.484000000000002,,,,65572.0,11.739,,,,32804.0,11.366,,,,16420.0,11.13,,,,65572.0,11.030999999999999,,,,114724.0,KTWO211081593-C04,4,STAR,6,03 44 04.841,+24 16 31.88,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4020_GO4024_GO4029_GO4032_GO4033_GO4048_GO4057_GO4060_GO4091_GO4104_GO4106,18.3,1.2,-47.8,1.3,,,,,12.407,0.05,11.618,0.05,11.947,0.05,11.309,0.03,11.026,0.06,,,9.943,0.027000000000000003,9.494,0.035,9.386,0.02,11.302,gri,,,,572-008522,03440484+2416318,,2015-09-03 17:32:18,1.0,0.0,0.998,342.645,329.124,330.556,15,3,51,,,19,12.632368344668565,12.484000000000002,11.772500420998561,11.739,11.358757550878561,11.366,11.0889060562952,11.13,11.079794814531116,11.030999999999999,5.651668842475033,K2,5040,3.702,-0.29,6.19,-0.47,0.884,1.035,0.326,0.581,0.482,0.92,2.132,0.4270000000000001,0.098,0.031,-0.068,-0.037000000000000005,-0.009000000000000001,0.82,,,4.57,4.04,5.88,,,0.763,K2V,V  ,1.95,0.78,0.24,0.11,0.99,0.51,0.07,4.5,171.56145643173974,0.763,0.1526,0.11499999999999976,2.54644359843292,1.3553766245568098e+33,8.30372450339882e+31,1.297885622906467e+33,1.399780668113429e+33,2.984209569423278e+31,3.706581214838105e+32,False,    ,2018-08-20 13:14:28.813495,1.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211081593-c04_kepler_v2_lc.fits,61.840694444444466,2228.8001614480163,1.6195281276309617e+33,19.503635109378546
574,574,211081656.0,0.154182,374.0,034710.05+241636.0,56.79189,24.27667000000001,HII1309,9.46,8.28,1.07,0.775,,,,0.004,1.0,best,,0.0,85.0,1.0,1.0,,,1.3713056792065266e+17,56.79191607,24.27663437,0.046,0.046,90.0,1409441792.0,168.0,52774.80952546,0.0,35.0,9.567,,,,16420.0,9.357000000000001,,,,4.0,9.314,,,,16420.0,9.333,,,,16420.0,9.352,,,,16420.0,KTWO211081656-C04,4,STAR,6,03 47 10.054,+24 16 35.94,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4012_GO4018_GO4024_GO4032_GO4033_GO4048,20.4,1.1,-44.6,1.1,,,,,9.787,0.034,9.342,0.029,10.085,0.17,9.578,0.09,9.307,0.04,,,8.533,0.026,8.329,0.036000000000000004,8.282,0.024,9.54,gri,,1800-1935-1,,572-008714,03471005+2416360,,2015-09-03 19:04:47,0.998,0.002,1.0,109.47,102.996,98.977,15,4,52,,,19,9.618262570836912,9.567,9.38282825898566,9.357000000000001,9.30327914674066,9.314,9.3267267042147,9.333,9.30934530990157,9.352,5.651668842475033,F6,6340,3.802,-0.05,3.7,0.43,0.484,0.504,0.149,-0.021,0.276,0.5529999999999999,1.185,0.199,0.057,0.028,-0.033,-0.045,-0.012,1.25,9.4,0.317,2.78,2.52,3.65,,,1.36,F6V,V  ,1.14,0.28,0.08,-0.01,0.72,0.23,0.01,2.9,136.5039681950595,1.36,0.272,0.14500000000000002,21.65063509461097,1.0766139215707662e+34,7.110131565749023e+32,1.0325249248041812e+34,1.0915911131232166e+34,2.0191609056178784e+32,3.644548065847329e+33,False,    ,2018-08-20 13:14:28.943395,0.0,stars_shortlist/Pleiades/hlsp_k2sc_k2_llc_211081656-c04_kepler_v2_lc.fits,61.97243055555556,2228.8002046576585,8.043408239798876e+33,11.312601131806957
