EPIC,angDist,gmag,rmag,imag,zmag,ymag,J,H,K,RAJ2000,DEJ2000,spec_class,T,logT,BCv,Mv,logL,B-V,Bt-Vt,V-G,U-B,V-Rc,V-Ic,V-Ks,J-H,H-K,Ks-W1,W1-W2,W1-W3,W1-W4,Msun,logAge,b-y,M_J,M_Ks,Mbol,i-z,z-Y,R_Rsun,#SpT.1,lum_class,u_g,g_r,r_i,i_z,z_J,J_H,H_K,Jmag_abs,T_err,R_Rsun_err,Mbol_err,L_quiet,L_quiet_bol,L_quiet_err,L_quiet_bol_err,g_z,g_i,J_K,r_z,J-K
211079163,0.782241,19.0885,17.7903,16.075,15.2653,14.8783,13.543,12.922,12.616,56.11465048,24.23793075,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.8232,3.0135,0.927,2.525,0.927
211079188,0.620948,20.2612,18.8885,16.9117,15.9882,15.5268,14.174,13.472,13.208,56.84330807,24.23842473,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.273,3.3495,0.965999999999999,2.9003,0.965999999999999
211079332,0.915137,18.2034,16.9354,15.3178,14.564,14.1878,12.87,12.241,11.978,57.10521641,24.24037509,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6394,2.8856,0.891999999999999,2.3714,0.891999999999999
211079830,0.725575,19.9562,18.5857,16.8059,15.9734,15.5662,14.25,13.59,13.256,55.75532136,24.24774799,M4.5,3100,3.491,-3.05,13.57,-2.31,1.72,,,1.23,1.345,3.073,5.64,0.564,0.301,,,,,0.18,,,8.79,7.93,10.52,0.81,,0.243,M4.5V,,,,,,,,,,85.440037450959,0.0486,0.154999999999999,1.4956048424712E+029,6.37281372456024E+027,5.80173368171505E+028,2.27446161180303E+027,3.9828,3.1503,0.994000000000002,2.6123,0.994000000000002
211080124,0.74952,21.545,20.1567,18.0013,17.0117,16.5098,15.155,14.48,14.132,56.72076998,24.25203237,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.5333,3.5437,1.023,3.145,1.023
211080177,0.694031,20.3809,18.9525,16.9266,15.9848,15.5055,14.085,13.391,13.136,56.08612657,24.25286752,M5,3030,3.481,-3.28,14.3,-2.52,1.874,,,1.24,1.446,3.277,5.94,0.58,0.311,,0.17,,,0.15,,,9.25,8.36,11.02,0.91,0.47,0.199,M5V,V  ,3.05,1.59,1.73,0.94,1.96,0.86,0.24,7.39,51.31601439077,0.0398,0.25,8.02121583191396E+028,2.01526064735913E+027,2.55112169392775E+028,1.16007728127667E+027,4.3961,3.4543,0.949000000000002,2.9677,0.949000000000002
211080295,0.677352,19.3299,17.9998,16.3568,15.5956,15.2234,13.927,13.284,13.018,56.85468896,24.25464023,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.7343,2.9731,0.908999999999999,2.4042,0.908999999999999
211080412,0.787156,19.3752,18.1483,16.478,15.7097,15.3271,14.032,13.405,13.195,56.30484043,24.25642658,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.6655,2.8972,0.837,2.4386,0.837
211080546,0.832896,19.8592,18.5493,16.7713,15.9336,15.5206,14.231,13.628,13.343,56.98604271,24.25868894,M4,3200,3.505,-2.59,12.8,-2.2,1.661,,,1.222,1.241,2.831,5.25,0.557,0.282,0.139,,,,0.22,,,8.39,7.55,10.21,0.71,,0.258,M4V,V  ,3.13,1.48,1.51,0.76,1.56,0.63,0.23,7.06,76.3762615801244,0.0516,0.375,1.99622881378631E+029,1.30116155957454E+028,7.16779018986642E+028,1.12351320399495E+028,3.9256,3.0879,0.888,2.6157,0.888
211081065,0.682385,18.1598,16.8875,15.4156,14.7091,14.4006,13.072,12.471,12.201,54.88472126,24.26688322,M3.5,3250,3.512,-2.27,12.19,-2.07,1.602,,1.467,1.2,1.178,2.68,5,0.558,0.269,0.132,,,,0.28,,,8.02,7.19,9.92,0.66,,0.291,M3.5V,,,,,,,,,,109.696551144313,0.0582,0.375,2.95712323773491E+029,2.53706284034917E+028,1.24695916365012E+029,2.19067615356642E+028,3.4507,2.7442,0.870999999999999,2.1784,0.870999999999999
211081122,0.595247,17.0013,15.693,14.4967,13.9582,13.6766,12.414,11.787,11.516,56.04138046,24.26764166,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,3.0431,2.5046,0.898000000000001,1.7348,0.898000000000001
211081593,0.743588,12.484,11.739,11.366,11.13,11.031,9.943,9.494,9.386,56.02025996,24.27533232,K4,4620,3.665,-0.55,7.04,-0.71,1.1,1.306,0.477,1.004,0.64,1.19,2.733,0.544,0.125,0.039,-0.073,-0.031,0.009,0.73,,,4.98,4.31,6.48,,,0.689,K4V,V  ,2.21,1,0.38,0.16,1.01,0.59,0.1,5.21,209.999999999145,0.1378,0.16,1.33939870130414E+031,6.98765129706233E+031,5.70097755537019E+030,2.574345873865E+031,1.354,1.118,0.557,0.609,0.557
211081656,0.097875,9.567,9.357,9.314,9.333,9.352,8.533,8.329,8.282,56.79191607,24.27663437,G0,5920,3.772,-0.09,4.45,0.14,0.596,0.65,0.191,0.058,0.336,0.664,1.44,0.262,0.067,0.027,-0.043,-0.043,-0.01,1.08,9.7,,3.34,3.01,4.4,,,1.12,G0V,V  ,1.3,0.38,0.14,0.02,0.71,0.28,0,3.18,83.2666399766019,0.224,0.165,1.16005813287887E+032,8.40100463596628E+033,2.9928575675173E+031,3.19176462675672E+033,0.234,0.253,0.250999999999999,0.024000000000001,0.250999999999999
211081949,0.704423,15.645,14.4609,13.7617,13.2436,13.048,11.913,11.177,11.011,59.10810217,24.28081226,M2,3550,3.55,-1.65,10.3,-1.57,1.5,,1.086,1.17,1.001,2.173,4.24,0.6,0.234,0.11,,,,0.48,,,6.89,6.06,8.65,0.53,,0.434,M2V,V  ,2.59,1.43,0.85,0.52,1.33,0.69,0.15,6.23,76.3762615801565,0.0868,0.125,1.16202515496483E+030,4.72423207991954E+029,3.85714455820461E+029,1.35974329538337E+029,2.4014,1.8833,0.902000000000001,1.2173,0.902000000000001
211081985,0.836189,16.6458,15.4349,14.271,13.7234,13.4748,12.251,11.579,11.351,57.12946694,24.28129198,M2.5,3500,3.544,-1.76,10.7,-1.68,1.522,,1.179,1.175,1.041,2.306,4.43,0.589,0.244,0.117,,,,0.44,,,7.01,6.27,8.94,0.57,,0.393,M2.5V,V  ,2.74,1.47,1.01,0.63,1.32,0.66,0.18,6.51,70.9459888433411,0.0786,0.145,8.91215555189887E+029,2.42287620280395E+029,2.89975291420029E+029,8.08937400878224E+028,2.9224,2.3748,0.899999999999999,1.7115,0.899999999999999
